2026-04-25 19:43:54,300 | __main__ | INFO | === Rodando Silver ===
2026-04-26 10:58:36,349 | src.utils.gcs_utils | INFO | Arquivo carregado com sucesso: bronze/fato_vendas.csv
2026-04-26 10:58:36,349 | src.etl.extract | INFO | Arquivo fato_vendas.csv carregado
2026-04-26 10:58:36,349 | src.etl.extract | INFO | Leitura dos arquivos do GCS concluída
2026-04-26 10:58:36,350 | src.pipeline.silver | INFO | Dados extraídos do GCS
2026-04-26 10:58:36,350 | src.etl.transform | INFO | Iniciando transformação da camada Silver
2026-04-26 10:58:36,351 | src.etl.transform | INFO | Iniciando tratamento da tabela fato_vendas
2026-04-26 10:58:36,368 | src.etl.transform | INFO | Realizando tratamento geral
2026-04-26 10:58:36,376 | src.etl.transform | INFO | Duplicados removidos (filial): 0
2026-04-26 10:58:36,376 | src.etl.transform | INFO | Duplicados removidos (produto): 0
2026-04-26 10:58:36,376 | src.etl.transform | INFO | Duplicados removidos (vendas): 12
2026-04-26 10:58:36,376 | src.etl.transform | INFO | Aplicando integridade referencial entre dimensões e fato
2026-04-26 10:58:36,382 | src.etl.transform | INFO | Transformação da camada Silver concluída
2026-04-26 10:58:36,382 | src.pipeline.silver | INFO | Transformação concluída
2026-04-26 10:58:36,382 | src.etl.load | INFO | Iniciando carga da camada Silver
2026-04-26 10:58:36,426 | src.utils.postgres_utils | INFO | Conexão realizada com sucesso
2026-04-26 10:58:36,426 | src.etl.load | INFO | Executando DDL para criação das tabelas Silver
2026-04-26 10:58:36,428 | src.etl.load | INFO | Executando TRUNCATE nas tabelas Silver
2026-04-26 10:58:36,441 | src.etl.load | INFO | Inserindo dados na tabela dim_filial
2026-04-26 10:58:36,453 | src.etl.load | INFO | Inserindo dados na tabela dim_produto
2026-04-26 10:58:36,455 | src.etl.load | INFO | Inserindo dados na tabela fato_vendas
2026-04-26 10:58:37,297 | src.etl.load | INFO | Carga Silver concluída
2026-04-26 10:58:37,297 | src.pipeline.silver | INFO | Carga no PostgreSQL concluída
2026-04-26 10:58:37,298 | __main__ | INFO | === Rodando Gold ===
2026-04-26 10:58:37,298 | src.pipeline.gold | INFO | Iniciando pipeline Gold
2026-04-26 10:58:37,340 | src.utils.postgres_utils | INFO | Conexão realizada com sucesso
2026-04-26 10:58:37,345 | src.utils.postgres_utils | ERROR | Erro ao executar query:
2026-04-26 10:58:37,345 | src.utils.postgres_utils | ERROR |   ➤ SQL: CREATE OR REPLACE VIEW gold.vw_vendas_mensais AS
SELECT
    date_trunc('month', v.data) :: date AS mes
  ,v.empresa
  ,f.brick
  ,p.categoria
  ,SUM(v.volume) AS total_volume
  ,SUM(v.receita) AS total_receita
  ,ROUND(
        SUM(v.receita) / NULLIF(SUM(v.volume), 0)
    , 2) AS preco_medio
FROM silver.fato_vendas v
INNER JOIN silver.dim_produto p
    ON v.produto_id = p.produto_id
INNER JOIN silver.dim_filial f
    ON v.filial_id = f.filial_id
GROUP BY 1, 2, 3, 4
2026-04-26 10:58:37,346 | src.utils.postgres_utils | ERROR |   ➤ Parâmetros: None
2026-04-26 10:58:37,346 | src.utils.postgres_utils | ERROR |   ➤ Detalhes: ERRO:  não é possível mudar o tipo de dados da coluna "mes" da visão de timestamp with time zone para date

2026-04-26 10:58:37,352 | src.pipeline.gold | INFO | Camada Gold criada com sucesso
2026-04-26 10:58:37,352 | __main__ | INFO | === Pipeline finalizado com sucesso ===
2026-04-26 11:02:28,316 | __main__ | INFO | === Rodando Silver ===
2026-04-26 11:02:28,317 | src.pipeline.silver | INFO | Iniciando pipeline Silver
2026-04-26 11:02:28,317 | src.etl.extract | INFO | Iniciando leitura dos arquivos do GCS (Bronze)
2026-04-26 11:02:28,317 | src.utils.gcs_utils | INFO | Lendo arquivo do GCS: bronze/dim_filial.csv
2026-04-26 11:02:30,122 | src.utils.gcs_utils | INFO | Arquivo carregado com sucesso: bronze/dim_filial.csv
2026-04-26 11:02:30,122 | src.etl.extract | INFO | Arquivo dim_filial.csv carregado
2026-04-26 11:02:30,122 | src.utils.gcs_utils | INFO | Lendo arquivo do GCS: bronze/dim_produto.csv
2026-04-26 11:02:30,698 | src.utils.gcs_utils | INFO | Arquivo carregado com sucesso: bronze/dim_produto.csv
2026-04-26 11:02:30,699 | src.etl.extract | INFO | Arquivo dim_produto.csv carregado
2026-04-26 11:02:30,699 | src.utils.gcs_utils | INFO | Lendo arquivo do GCS: bronze/fato_vendas.csv
2026-04-26 11:02:32,259 | src.utils.gcs_utils | INFO | Arquivo carregado com sucesso: bronze/fato_vendas.csv
2026-04-26 11:02:32,259 | src.etl.extract | INFO | Arquivo fato_vendas.csv carregado
2026-04-26 11:02:32,259 | src.etl.extract | INFO | Leitura dos arquivos do GCS concluída
2026-04-26 11:02:32,260 | src.pipeline.silver | INFO | Dados extraídos do GCS
2026-04-26 11:02:32,260 | src.etl.transform | INFO | Iniciando transformação da camada Silver
2026-04-26 11:02:32,261 | src.etl.transform | INFO | Iniciando tratamento da tabela fato_vendas
2026-04-26 11:02:32,280 | src.etl.transform | INFO | Realizando tratamento geral
2026-04-26 11:02:32,290 | src.etl.transform | INFO | Duplicados removidos (filial): 0
2026-04-26 11:02:32,290 | src.etl.transform | INFO | Duplicados removidos (produto): 0
2026-04-26 11:02:32,290 | src.etl.transform | INFO | Duplicados removidos (vendas): 12
2026-04-26 11:02:32,290 | src.etl.transform | INFO | Aplicando integridade referencial entre dimensões e fato
2026-04-26 11:02:32,296 | src.etl.transform | INFO | Transformação da camada Silver concluída
2026-04-26 11:02:32,296 | src.pipeline.silver | INFO | Transformação concluída
2026-04-26 11:02:32,297 | src.etl.load | INFO | Iniciando carga da camada Silver
2026-04-26 11:02:32,343 | src.utils.postgres_utils | INFO | Conexão realizada com sucesso
2026-04-26 11:02:32,344 | src.etl.load | INFO | Executando DDL para criação das tabelas Silver
2026-04-26 11:02:32,346 | src.etl.load | INFO | Executando TRUNCATE nas tabelas Silver
2026-04-26 11:02:32,360 | src.etl.load | INFO | Inserindo dados na tabela dim_filial
2026-04-26 11:02:32,366 | src.etl.load | INFO | Inserindo dados na tabela dim_produto
2026-04-26 11:02:32,368 | src.etl.load | INFO | Inserindo dados na tabela fato_vendas
2026-04-26 11:02:33,262 | src.etl.load | INFO | Carga Silver concluída
2026-04-26 11:02:33,263 | src.pipeline.silver | INFO | Carga no PostgreSQL concluída
2026-04-26 11:02:33,263 | __main__ | INFO | === Rodando Gold ===
2026-04-26 11:02:33,263 | src.pipeline.gold | INFO | Iniciando pipeline Gold
2026-04-26 11:02:33,315 | src.utils.postgres_utils | INFO | Conexão realizada com sucesso
2026-04-26 11:02:33,325 | src.pipeline.gold | INFO | Camada Gold criada com sucesso
2026-04-26 11:02:33,326 | __main__ | INFO | === Pipeline finalizado com sucesso ===
2026-04-26 11:03:16,738 | src.utils.postgres_utils | INFO | Conexão realizada com sucesso
2026-04-26 11:58:01,167 | src.utils.postgres_utils | INFO | Conexão realizada com sucesso
2026-04-26 11:58:01,259 | src.utils.postgres_utils | INFO | Conexão realizada com sucesso
2026-04-26 12:41:50,638 | src.utils.postgres_utils | INFO | Conexão realizada com sucesso
2026-04-26 12:41:50,785 | src.utils.postgres_utils | INFO | Conexão realizada com sucesso
2026-04-26 12:41:50,893 | src.utils.postgres_utils | INFO | Conexão realizada com sucesso
2026-04-26 12:41:50,943 | src.utils.postgres_utils | INFO | Conexão realizada com sucesso
2026-04-26 16:00:35,302 | src.utils.postgres_utils | INFO | Conexão realizada com sucesso
2026-04-26 18:06:06,161 | __main__ | INFO | === Rodando Bronze ===
2026-04-26 18:06:06,161 | src.pipeline.bronze | INFO | Iniciando pipeline Bronze
2026-04-26 18:06:06,161 | src.etl.extract | INFO | Iniciando upload de arquivos para o GCS (Bronze)
2026-04-26 18:06:06,161 | src.etl.extract | INFO | Enviando arquivo: dim_filial.csv
2026-04-26 18:06:06,161 | src.utils.gcs_utils | INFO | Iniciando upload: data/raw/dim_filial.csv -> bronze/dim_filial.csv
2026-04-26 18:06:13,929 | src.utils.gcs_utils | INFO | Upload concluído: bronze/dim_filial.csv
2026-04-26 18:06:13,929 | src.etl.extract | INFO | Enviando arquivo: dim_produto.csv
2026-04-26 18:06:13,929 | src.utils.gcs_utils | INFO | Iniciando upload: data/raw/dim_produto.csv -> bronze/dim_produto.csv
2026-04-26 18:06:23,266 | src.utils.gcs_utils | INFO | Upload concluído: bronze/dim_produto.csv
2026-04-26 18:06:23,266 | src.etl.extract | INFO | Enviando arquivo: fato_vendas.csv
2026-04-26 18:06:23,266 | src.utils.gcs_utils | INFO | Iniciando upload: data/raw/fato_vendas.csv -> bronze/fato_vendas.csv
2026-04-26 18:06:24,514 | src.utils.gcs_utils | INFO | Upload concluído: bronze/fato_vendas.csv
2026-04-26 18:06:24,515 | src.etl.extract | INFO | Upload de arquivos concluído (Bronze)
2026-04-26 18:06:24,515 | src.pipeline.bronze | INFO | Upload para o GCS concluído
2026-04-26 18:06:24,515 | src.pipeline.bronze | INFO | Pipeline Bronze finalizado
2026-04-26 18:06:24,515 | __main__ | INFO | === Rodando Silver ===
2026-04-26 18:06:24,515 | src.pipeline.silver | INFO | Iniciando pipeline Silver
2026-04-26 18:06:24,516 | src.etl.extract | INFO | Iniciando leitura dos arquivos do GCS (Bronze)
2026-04-26 18:06:24,516 | src.utils.gcs_utils | INFO | Lendo arquivo do GCS: bronze/dim_filial.csv
2026-04-26 18:06:25,224 | src.utils.gcs_utils | INFO | Arquivo carregado com sucesso: bronze/dim_filial.csv
2026-04-26 18:06:25,224 | src.etl.extract | INFO | Arquivo dim_filial.csv carregado
2026-04-26 18:06:25,224 | src.utils.gcs_utils | INFO | Lendo arquivo do GCS: bronze/dim_produto.csv
2026-04-26 18:06:25,727 | src.utils.gcs_utils | INFO | Arquivo carregado com sucesso: bronze/dim_produto.csv
2026-04-26 18:06:25,728 | src.etl.extract | INFO | Arquivo dim_produto.csv carregado
2026-04-26 18:06:25,728 | src.utils.gcs_utils | INFO | Lendo arquivo do GCS: bronze/fato_vendas.csv
2026-04-26 18:08:49,282 | __main__ | INFO | === Rodando Bronze ===
2026-04-26 18:08:49,282 | src.pipeline.bronze | INFO | Iniciando pipeline Bronze
2026-04-26 18:08:49,283 | src.etl.extract | INFO | Iniciando upload de arquivos para o GCS (Bronze)
2026-04-26 18:08:49,283 | src.etl.extract | INFO | Enviando arquivo: dim_filial.csv
2026-04-26 18:08:49,283 | src.utils.gcs_utils | INFO | Iniciando upload: data/raw/dim_filial.csv -> bronze/dim_filial.csv
2026-04-26 18:08:50,932 | src.utils.gcs_utils | INFO | Upload concluído: bronze/dim_filial.csv
2026-04-26 18:08:50,932 | src.etl.extract | INFO | Enviando arquivo: dim_produto.csv
2026-04-26 18:08:50,932 | src.utils.gcs_utils | INFO | Iniciando upload: data/raw/dim_produto.csv -> bronze/dim_produto.csv
2026-04-26 18:08:51,392 | src.utils.gcs_utils | INFO | Upload concluído: bronze/dim_produto.csv
2026-04-26 18:08:51,392 | src.etl.extract | INFO | Enviando arquivo: fato_vendas.csv
2026-04-26 18:08:51,393 | src.utils.gcs_utils | INFO | Iniciando upload: data/raw/fato_vendas.csv -> bronze/fato_vendas.csv
2026-04-26 18:08:52,887 | src.utils.gcs_utils | INFO | Upload concluído: bronze/fato_vendas.csv
2026-04-26 18:08:52,887 | src.etl.extract | INFO | Upload de arquivos concluído (Bronze)
2026-04-26 18:08:52,887 | src.pipeline.bronze | INFO | Upload para o GCS concluído
2026-04-26 18:08:52,887 | src.pipeline.bronze | INFO | Pipeline Bronze finalizado
2026-04-26 18:08:52,887 | __main__ | INFO | === Rodando Silver ===
2026-04-26 18:08:52,888 | src.pipeline.silver | INFO | Iniciando pipeline Silver
2026-04-26 18:08:52,888 | src.etl.extract | INFO | Iniciando leitura dos arquivos do GCS (Bronze)
2026-04-26 18:08:52,888 | src.utils.gcs_utils | INFO | Lendo arquivo do GCS: bronze/dim_filial.csv
2026-04-26 18:08:53,814 | src.utils.gcs_utils | INFO | Arquivo carregado com sucesso: bronze/dim_filial.csv
2026-04-26 18:08:53,814 | src.etl.extract | INFO | Arquivo dim_filial.csv carregado
2026-04-26 18:08:53,814 | src.utils.gcs_utils | INFO | Lendo arquivo do GCS: bronze/dim_produto.csv
2026-04-26 18:08:54,729 | src.utils.gcs_utils | INFO | Arquivo carregado com sucesso: bronze/dim_produto.csv
2026-04-26 18:08:54,730 | src.etl.extract | INFO | Arquivo dim_produto.csv carregado
2026-04-26 18:08:54,730 | src.utils.gcs_utils | INFO | Lendo arquivo do GCS: bronze/fato_vendas.csv
2026-04-26 18:08:57,113 | src.utils.gcs_utils | INFO | Arquivo carregado com sucesso: bronze/fato_vendas.csv
2026-04-26 18:08:57,113 | src.etl.extract | INFO | Arquivo fato_vendas.csv carregado
2026-04-26 18:08:57,113 | src.etl.extract | INFO | Leitura dos arquivos do GCS concluída
2026-04-26 18:08:57,113 | src.pipeline.silver | INFO | Dados extraídos do GCS
2026-04-26 18:08:57,113 | src.etl.transform | INFO | Iniciando transformação da camada Silver
2026-04-26 18:08:57,114 | src.etl.transform | INFO | Iniciando tratamento da tabela fato_vendas
2026-04-26 18:08:57,134 | src.etl.transform | INFO | Realizando tratamento geral
2026-04-26 18:08:57,143 | src.etl.transform | INFO | Duplicados removidos (filial): 0
2026-04-26 18:08:57,143 | src.etl.transform | INFO | Duplicados removidos (produto): 0
2026-04-26 18:08:57,143 | src.etl.transform | INFO | Duplicados removidos (vendas): 12
2026-04-26 18:08:57,144 | src.etl.transform | INFO | Aplicando integridade referencial entre dimensões e fato
2026-04-26 18:08:57,150 | src.etl.transform | INFO | Transformação da camada Silver concluída
2026-04-26 18:08:57,150 | src.pipeline.silver | INFO | Transformação concluída
2026-04-26 18:08:57,151 | src.etl.load | INFO | Iniciando carga da camada Silver
2026-04-26 18:08:57,195 | src.utils.postgres_utils | INFO | Conexão realizada com sucesso
2026-04-26 18:08:57,196 | src.etl.load | INFO | Executando DDL para criação das tabelas Silver
2026-04-26 18:08:57,198 | src.etl.load | INFO | Executando TRUNCATE nas tabelas Silver
2026-04-26 18:08:57,212 | src.etl.load | INFO | Inserindo dados na tabela dim_filial
2026-04-26 18:08:57,218 | src.etl.load | INFO | Inserindo dados na tabela dim_produto
2026-04-26 18:08:57,220 | src.etl.load | INFO | Inserindo dados na tabela fato_vendas
2026-04-26 18:08:58,074 | src.etl.load | INFO | Carga Silver concluída
2026-04-26 18:08:58,075 | src.pipeline.silver | INFO | Carga no PostgreSQL concluída
2026-04-26 18:08:58,075 | __main__ | INFO | === Rodando Gold ===
2026-04-26 18:08:58,075 | src.pipeline.gold | INFO | Iniciando pipeline Gold
2026-04-26 18:08:58,117 | src.utils.postgres_utils | INFO | Conexão realizada com sucesso
2026-04-26 18:08:58,126 | src.pipeline.gold | INFO | Camada Gold criada com sucesso
2026-04-26 18:08:58,126 | __main__ | INFO | === Pipeline finalizado com sucesso ===
2026-04-26 18:09:26,778 | src.utils.postgres_utils | INFO | Conexão realizada com sucesso
2026-04-26 18:09:26,865 | src.utils.postgres_utils | INFO | Conexão realizada com sucesso
2026-04-26 18:09:26,966 | src.utils.postgres_utils | INFO | Conexão realizada com sucesso
2026-04-26 18:09:27,009 | src.utils.postgres_utils | INFO | Conexão realizada com sucesso
2026-04-26 18:09:27,055 | src.utils.postgres_utils | INFO | Conexão realizada com sucesso
