data,produto_id,filial_id,empresa,volume,preco_unitario,receita
2025-04-15,P050,F085,Clamed,1.0,39.92,39.92
2025-05-10,P043,F222,Clamed,1.0,394.61,394.61
2025-03-21,P006,F057,Clamed,3.0,2858.18,8574.54
2025-04-03,P007,F178,Concorrente,1.0,3293.71,3293.71
2025-05-24,P013,F103,Clamed,1.0,5153.71,5153.71
2025-05-17,P012,F270,Clamed,2.0,512,1024
2025-03-27,P002,F012,Concorrente,1.0,432.35,432.35
2025-03-22,P021,F127,Concorrente,3.0,2618.4,7855.2
2025-04-03,P019,F004,Concorrente,6.0,261.03,1566.18
2025-02-07,P033,F145,Clamed,3.0,2131,6393
2025-02-07,P033,F291,Concorrente,12.0,1360.24,16322.88
2025-04-14,P048,F145,Concorrente,2.0,352.46,704.92
2025-05-03,P042,F213,Clamed,4.0,2569.18,10276.72
2025-04-20,P004,F075,Concorrente,1.0,5779.65,5779.65
2025-04-03,P043,F231,Concorrente,3.0,3399.91,10199.73
2025-03-12,P001,F111,Concorrente,2.0,283.36,566.72
2025-03-26,P018,F172,Clamed,7.0,2607.85,18254.95
2025-01-17,P049,F181,Clamed,1.0,4184.35,4184.35
2025-04-22,P048,F116,Clamed,4.0,2196.04,8784.16
2025-01-29,P038,F151,Clamed,2.0,37.86,75.72
2025-04-16,P034,F198,Clamed,3.0,2415.65,7246.95
2025-05-10,P010,F007,Clamed,1.0,587.45,587.45
2025-04-15,P010,F140,Clamed,1.0,545.49,545.49
2025-06-10,P020,F260,Concorrente,7.0,164.58,1152.06
2025-06-16,P032,F210,Clamed,5.0,170.83,854.15
2025-05-22,P027,F294,Concorrente,3.0,240.74,722.22
2025-05-11,P010,F262,Clamed,1.0,546.61,546.61
2025-06-20,P032,F102,Clamed,2.0,2889.48,5778.96
2025-06-17,P031,F167,Concorrente,3.0,3013.47,9040.41
2025-02-22,P045,F299,Clamed,2.0,2980.29,5960.58
2025-06-06,P044,F171,Concorrente,4.0,2287.23,9148.92
2025-05-30,P016,F285,Clamed,1.0,497.22,497.22
2025-03-23,P022,F071,Concorrente,6.0,1958.78,11752.68
2025-06-24,P009,F129,Concorrente,3.0,291.59,874.77
2025-02-06,P002,F028,Clamed,1.0,4435.35,4435.35
2025-05-19,P010,F172,Concorrente,3.0,202.47,607.41
2025-06-20,P048,F060,Clamed,3.0,252.05,756.15
2025-01-13,P024,F184,Concorrente,3.0,2205.79,6617.37
2025-02-04,P040,F194,Clamed,1.0,379.48,379.48
2025-04-12,P035,F228,Concorrente,2.0,2512.22,5024.44
2025-01-14,P030,F136,Concorrente,1.0,4262.26,4262.26
2025-05-15,P006,F078,Concorrente,7.0,213.36,1493.52
2025-02-11,P041,F283,Clamed,5.0,1863.41,9317.05
2025-05-02,P024,F071,Clamed,3.0,2133.05,6399.15
2025-05-19,P021,F086,Clamed,11.0,166.21,1828.31
2025-02-27,P026,F149,Concorrente,5.0,1476.29,7381.45
2025-03-23,P043,F263,Clamed,3.0,3427.26,10281.78
2025-05-28,P015,F252,Concorrente,1.0,36.38,36.38
2025-02-26,P012,F096,Clamed,6.0,2393.03,14358.18
2025-01-03,P038,F112,Clamed,2.0,2296.37,4592.74
2025-02-04,P026,F256,Clamed,6.0,1631.65,9789.9
2025-05-03,P037,F285,Concorrente,1.0,519.08,519.08
2025-06-14,P040,F204,Concorrente,2.0,3153.72,6307.44
2025-03-09,P047,F068,Clamed,4.0,2103.84,8415.36
2025-05-08,P024,F113,Concorrente,3.0,3093.53,9280.59
2025-06-22,P044,F296,Clamed,2.0,282.67,565.34
2025-01-07,P048,F079,Concorrente,3.0,206.2,618.6
2025-03-15,P033,F123,Concorrente,5.0,237.11,1185.55
2025-04-20,P037,F260,Concorrente,3.0,265.79,797.37
2025-03-24,P047,F014,Concorrente,2.0,346.91,693.82
2025-05-11,P042,F095,Concorrente,4.0,1711.03,6844.12
2025-01-20,P009,F203,Clamed,10.0,987.88,9878.8
2025-02-06,P014,F005,Clamed,3.0,346.28,1038.84
2025-03-14,P009,F206,Concorrente,5.0,135.66,678.3
2025-05-25,P019,F103,Clamed,13.0,187.77,2441.01
2025-04-09,P024,F107,Clamed,5.0,2256.19,11280.95
2025-04-26,P026,F140,Clamed,2.0,324.55,649.1
2025-06-27,P008,F125,Concorrente,8.0,1388.55,11108.4
2025-05-21,P045,F156,Concorrente,3.0,293.87,881.61
2025-06-07,P002,F141,Concorrente,2.0,320.62,641.24
2025-01-06,P035,F248,Concorrente,9.0,1368.73,12318.57
2025-04-05,P012,F251,Clamed,4.0,3195.56,12782.24
2025-01-15,P008,F174,Clamed,9.0,1564.4,14079.6
2025-06-25,P047,F186,Clamed,4.0,1730.27,6921.08
2025-05-24,P014,F231,Concorrente,3.0,239,717
2025-05-04,P036,F123,Clamed,11.0,201.2,2213.2
2025-02-26,P013,F138,Concorrente,3.0,204.15,612.45
2025-05-24,P017,F200,Concorrente,7.0,1428.36,9998.52
2025-03-26,P012,F294,Concorrente,2.0,351.73,703.46
2025-02-04,P045,F034,Clamed,5.0,1660.76,8303.8
2025-04-18,P028,F175,Clamed,2.0,2923.26,5846.52
2025-03-13,P013,F094,Clamed,2.0,3106.58,6213.16
2025-01-01,P018,F265,Clamed,4.0,2959.41,11837.64
2025-03-01,P034,F104,Concorrente,8.0,1426.8,11414.4
2025-02-09,P020,F141,Concorrente,3.0,2847.74,8543.22
2025-06-01,P048,F269,Concorrente,1.0,319.66,319.66
2025-01-25,P022,F049,Clamed,2.0,2526.94,5053.88
2025-04-01,P017,F097,Concorrente,4.0,1994.28,7977.12
2025-02-24,P021,F016,Clamed,4.0,344.69,1378.76
2025-02-05,P013,F018,Concorrente,2.0,356.11,712.22
2025-02-23,P035,F238,Clamed,2.0,25.94,51.88
2025-04-05,P029,F198,Clamed,5.0,2343.11,11715.55
2025-01-22,P022,F260,Clamed,7.0,161.92,1133.44
2025-04-24,P028,F239,Clamed,1.0,52.81,52.81
2025-06-03,P048,F298,Clamed,3.0,268.22,804.66
2025-01-18,P002,F256,Clamed,2.0,3851.2,7702.4
2025-04-06,P006,F005,Clamed,9.0,121.2,1090.8
2025-03-11,P039,F299,Clamed,3.0,3150.81,9452.43
2025-03-05,P026,F068,Concorrente,4.0,2741.4,10965.6
2025-06-01,P009,F104,Clamed,12.0,1218.88,14626.56
2025-03-10,P007,F104,Clamed,2.0,358.04,716.08
2025-05-06,P023,F015,Concorrente,2.0,4352.47,8704.94
2025-02-06,P048,F209,Clamed,1.0,39.89,39.89
2025-06-26,P017,F136,Clamed,2.0,315.3,630.6
2025-02-06,P016,F124,Concorrente,4.0,233.76,935.04
2025-03-12,P037,F253,Clamed,1.0,3117.46,3117.46
2025-06-01,P024,F238,Concorrente,2.0,2752.56,5505.12
2025-01-07,P018,F253,Clamed,4.0,2704.71,10818.84
2025-01-21,P050,F156,Concorrente,2.0,2532.42,5064.84
2025-02-03,P047,F187,Clamed,3.0,2109.23,6327.69
2025-06-21,P004,F034,Clamed,2.0,2732.01,5464.02
2025-06-04,P009,F023,Clamed,,1520.44,7602.2
2025-05-19,P018,F126,Clamed,6.0,2860.19,17161.14
2025-05-18,P050,F117,Concorrente,5.0,240.45,1202.25
2025-01-27,P047,F104,Clamed,3.0,332.81,998.43
2025-06-17,P040,F102,Concorrente,2.0,311.53,623.06
2025-02-22,P040,F282,Concorrente,4.0,2212.74,8850.96
2025-03-18,P032,F078,Concorrente,11.0,1163.94,12803.34
2025-02-23,P028,F009,Clamed,2.0,406.43,812.86
2025-03-21,P040,F079,Clamed,3.0,2640.14,7920.42
2025-01-20,P031,F097,Clamed,4.0,1417.82,5671.28
2025-06-13,P047,F054,Clamed,2.0,244.27,488.54
2025-03-11,P024,F117,Clamed,4.0,1974.19,7896.76
2025-04-19,P023,F263,Clamed,5.0,352.8,1764
2025-03-25,P043,F280,Clamed,2.0,2812.91,5625.82
2025-05-10,P031,F179,Concorrente,7.0,1307.19,9150.33
2025-01-22,P038,F121,Concorrente,3.0,239.06,717.18
2025-05-27,P044,F171,Concorrente,9.0,1121.38,10092.42
2025-02-02,P044,F131,Clamed,7.0,1251.52,8760.64
2025-06-04,P009,F260,Clamed,5.0,2189.87,10949.35
2025-01-19,P043,F195,Concorrente,3.0,2964.08,8892.24
2025-05-08,P006,F036,Clamed,5.0,1979.03,9895.15
2025-05-19,P026,F039,Clamed,7.0,1331.04,9317.28
2025-01-23,P002,F224,Clamed,3.0,2157.36,6472.08
2025-06-22,P041,F009,Concorrente,4.0,2585.67,10342.68
2025-01-29,P035,F182,Clamed,2.0,2560.83,5121.66
2025-06-07,P042,F102,Clamed,5.0,1882.51,9412.55
2025-02-28,P021,F062,Clamed,3.0,3755.35,11266.05
2025-04-20,P033,F082,Concorrente,10.0,1173.3,11733
2025-04-06,P009,F018,Clamed,8.0,1578.68,12629.44
2025-02-28,P010,F208,Concorrente,1.0,450.96,450.96
2025-02-05,P023,F053,Concorrente,6.0,2271.78,13630.68
2025-01-08,P049,F103,Clamed,1.0,375.34,375.34
2025-04-25,P014,F148,Concorrente,5.0,1287.01,6435.05
2025-02-15,P045,F188,Clamed,3.0,2141.84,6425.52
2025-04-02,P035,F235,Clamed,4.0,2258.45,9033.8
2025-04-17,P040,F105,Clamed,2.0,337.66,675.32
2025-03-16,P028,F027,Clamed,2.0,234.95,469.9
2025-04-01,P049,F024,Clamed,1.0,598.01,598.01
2025-01-04,P050,F156,Concorrente,3.0,2558.47,7675.41
2025-01-19,P003,F257,Clamed,7.0,1122.44,7857.08
2025-05-24,P034,F193,Clamed,1.0,4331.76,4331.76
2025-02-01,P049,F141,Clamed,2.0,2880.26,5760.52
2025-05-05,P029,F141,Clamed,6.0,1937.89,11627.34
2025-01-30,P049,F245,Clamed,1.0,355.7,355.7
2025-04-19,P034,F137,Concorrente,5.0,2183.12,10915.6
2025-05-31,P024,F297,Clamed,4.0,237.88,951.52
2025-05-12,P012,F178,Clamed,4.0,282.54,1130.16
2025-01-07,P014,F136,Concorrente,2.0,3183.05,6366.1
2025-06-27,P038,F177,Clamed,2.0,39.9,79.8
2025-06-09,P050,F119,Clamed,3.0,305.08,915.24
2025-02-11,P009,F122,Concorrente,14.0,1028.69,14401.66
2025-03-14,P025,F070,Concorrente,8.0,2105.93,16847.44
2025-02-02,P002,F045,Concorrente,2.0,364.82,729.64
2025-06-04,P044,F006,Concorrente,8.0,1414.09,11312.72
2025-01-04,P011,F168,Concorrente,1.0,5145.06,5145.06
2025-02-04,P038,F128,Clamed,2.0,2544.27,5088.54
2025-04-25,P050,F217,Clamed,2.0,226.26,452.52
2025-04-25,P011,F253,Clamed,1.0,379.91,379.91
2025-06-15,P019,F092,Concorrente,6.0,3834.94,23009.64
2025-04-16,P016,F063,Concorrente,1.0,379.31,379.31
2025-05-19,P028,F259,Concorrente,1.0,339.94,339.94
2025-03-22,P041,F085,Concorrente,2.0,350.15,700.3
2025-03-21,P002,F234,Concorrente,3.0,2209.92,6629.76
2025-01-10,P007,F198,Clamed,1.0,400.69,400.69
2025-03-08,P042,F092,Concorrente,6.0,2012.87,12077.22
2025-02-03,P048,F061,Concorrente,5.0,198.76,993.8
2025-06-29,P003,F014,Clamed,6.0,168.28,1009.68
2025-03-12,P041,F009,Clamed,3.0,2959.29,8877.87
2025-05-09,P008,F040,Clamed,7.0,186.69,1306.83
2025-02-09,P029,F137,Clamed,9.0,1504.5,13540.5
2025-03-05,P016,F110,Concorrente,2.0,329.35,658.7
2025-04-01,P040,F076,Concorrente,4.0,196.89,787.56
2025-03-19,P035,F295,Clamed,2.0,3308.86,6617.72
2025-02-21,P023,F101,Clamed,2.0,4720.48,9440.96
2025-05-19,P034,F151,Concorrente,3.0,277.5,832.5
2025-05-25,P009,F175,Concorrente,11.0,1194.87,13143.57
2025-05-17,P022,F058,Clamed,3.0,2426.31,7278.93
2025-05-08,P043,F178,Clamed,1.0,2692.03,2692.03
2025-04-05,P015,F162,Clamed,1.0,5741.38,5741.38
2025-01-07,P041,F035,Clamed,3.0,191.81,575.43
2025-05-21,P036,F002,Clamed,4.0,385.37,1541.48
2025-06-17,P006,F025,Clamed,6.0,154.17,925.02
2025-04-24,P021,F248,Clamed,3.0,4086.91,12260.73
2025-02-22,P001,F240,Clamed,4.0,24.92,99.68
2025-06-11,P043,F038,Clamed,1.0,0,0
2025-02-05,P036,F007,Clamed,3.0,2667.03,8001.09
2025-05-17,P033,F023,Clamed,2.0,3065.84,6131.68
2025-04-11,P034,F172,Clamed,4.0,252.9,1011.6
2025-06-11,P011,F196,Clamed,1.0,664.84,664.84
2025-05-12,P017,F206,Clamed,1.0,362.77,362.77
2025-02-11,P045,F071,Concorrente,9.0,1382.27,12440.43
2025-06-27,P024,F018,Concorrente,4.0,188.45,753.8
2025-03-18,P022,F005,Clamed,4.0,2574.62,10298.48
2025-02-08,P050,F151,Concorrente,3.0,294.84,884.52
2025-01-16,P017,F208,Clamed,2.0,273.35,546.7
2025-03-16,P031,F203,Clamed,8.0,1166.93,9335.44
2025-04-26,P029,F091,Clamed,2.0,3241.24,6482.48
2025-01-19,P020,F204,Concorrente,3.0,2762.58,8287.74
2025-04-10,P031,F218,Concorrente,4.0,2451.41,9805.64
2025-05-27,P023,F009,Clamed,10.0,2.13,21.3
2025-02-17,P017,F200,Clamed,5.0,1704.17,8520.85
2025-03-18,P045,F300,Clamed,2.0,237.14,474.28
2025-04-09,P001,F019,Clamed,7.0,193.36,1353.52
2025-04-21,P011,F233,Clamed,1.0,4220.23,4220.23
2025-01-23,P001,F271,Concorrente,3.0,2467.71,7403.13
2025-06-02,P048,F172,Concorrente,4.0,287.84,1151.36
2025-05-29,P013,F175,Clamed,1.0,374.74,374.74
2025-02-21,P026,F201,Clamed,2.0,2778.43,5556.86
2025-01-16,P006,F217,Clamed,5.0,1564.65,7823.25
2025-06-11,P013,F223,Concorrente,4.0,2016.2,8064.8
2025-02-20,P037,F087,Clamed,2.0,252.16,504.32
2025-06-18,P022,F242,Concorrente,5.0,192.31,961.55
2025-02-07,P033,F162,Clamed,2.0,3121.47,6242.94
2025-01-02,P044,F190,Concorrente,3.0,2208.84,6626.52
2025-03-07,P034,F021,Clamed,5.0,1952.59,9762.95
2025-06-16,P004,F025,Concorrente,2.0,3176.55,6353.1
2025-06-03,P043,F229,Concorrente,3.0,237.87,713.61
2025-06-03,P032,F245,Concorrente,4.0,228.12,912.48
2025-03-08,P021,F175,Clamed,8.0,223.79,1790.32
2025-01-19,P004,F177,Concorrente,1.0,4443.35,4443.35
2025-01-07,P036,F294,Clamed,2.0,417.59,835.18
2025-04-17,P031,F279,Clamed,14.0,864.26,12099.64
2025-03-26,P001,F194,Concorrente,2.0,297.28,594.56
2025-05-03,P025,F072,Clamed,9.0,2096.33,18866.97
2025-04-16,P017,F011,Clamed,2.0,2580.77,5161.54
2025-04-30,P029,F021,Clamed,4.0,22.52,90.08
2025-01-28,P019,F198,Clamed,3.0,402.49,1207.47
2025-02-27,P046,F281,Concorrente,3.0,2774.49,8323.47
2025-05-05,P030,F190,Clamed,1.0,326.82,326.82
2025-02-13,P027,F243,Clamed,5.0,2250.95,11254.75
2025-06-14,P024,F062,Clamed,4.0,260.89,1043.56
2025-04-22,P016,F188,Clamed,2.0,29.01,58.02
2025-06-19,P011,F194,Clamed,1.0,4114.52,4114.52
2025-03-18,P031,F010,Clamed,4.0,2534.09,10136.36
2025-01-19,P015,F041,Concorrente,2.0,360.96,721.92
2025-03-30,P007,F003,Concorrente,2.0,2546.64,5093.28
2025-04-19,P044,F231,Concorrente,8.0,1568.37,12546.96
2025-03-04,P001,F062,Clamed,7.0,1737.72,12164.04
2025-02-17,P025,F114,Concorrente,4.0,3780.45,15121.8
2025-05-23,P010,F253,Clamed,1.0,540.83,540.83
2025-02-01,P007,F101,Concorrente,1.0,2951.35,2951.35
2025-04-04,P025,F038,Clamed,2.0,5012.03,10024.06
2025-01-02,P008,F158,Concorrente,9.0,1754.59,15791.31
2025-01-11,P015,F129,Clamed,1.0,623.26,623.26
2025-04-19,P034,F277,Clamed,6.0,1855.12,11130.72
2025-03-31,P030,F108,Clamed,2.0,351.11,702.22
2025-04-04,P011,F256,Clamed,1.0,481.82,481.82
2025-01-01,P019,F273,Clamed,7.0,1795.7,12569.9
2025-04-15,P025,F224,Clamed,3.0,4017.35,12052.05
2025-04-29,P049,F127,Clamed,1.0,656.98,656.98
2025-01-10,P050,F151,Clamed,4.0,1704.3,6817.2
2025-05-19,P045,F059,Concorrente,7.0,1324.64,9272.48
2025-01-29,P041,F188,Concorrente,2.0,2256.87,4513.74
2025-06-17,P006,F005,Clamed,4.0,2284.03,9136.12
2025-05-23,P019,F275,Clamed,8.0,289.58,2316.64
2025-02-15,P049,F265,Clamed,2.0,343.28,686.56
2025-06-15,P016,F155,Clamed,1.0,434.58,434.58
2025-01-10,P030,F107,Concorrente,2.0,358.4,716.8
2025-01-22,P042,F162,Concorrente,4.0,1850.64,7402.56
2025-01-22,P018,F134,Clamed,7.0,1952.35,13666.45
2025-06-29,P025,F272,Clamed,4.0,2607.23,10428.92
2025-05-26,P008,F117,Clamed,16.0,931.87,14909.92
2025-02-19,P033,F125,Clamed,3.0,225.84,677.52
2025-05-12,P022,F210,Concorrente,6.0,1545.68,9274.08
2025-04-28,P015,F276,Clamed,1.0,39.87,39.87
2025-02-17,P034,F170,Clamed,4.0,208.1,832.4
2025-04-02,P049,F149,Concorrente,1.0,3704.11,3704.11
2025-02-21,P018,F148,Concorrente,4.0,2860.27,11441.08
2025-02-08,P032,F191,Clamed,16.0,865.93,13854.88
2025-04-22,P029,F091,Clamed,4.0,166.39,665.56
2025-02-20,P023,F007,Concorrente,2.0,468.1,936.2
2025-06-23,P025,F133,Clamed,3.0,436.33,1308.99
2025-02-08,P004,F115,Clamed,1.0,427,427
2025-05-09,P031,F053,Concorrente,16.0,971.14,15538.24
2025-05-13,P024,F152,Concorrente,3.0,2341.63,7024.89
2025-05-18,P044,F249,Concorrente,16.0,96.63,1546.08
2025-01-19,P008,F118,Clamed,5.0,1720.18,8600.9
2025-06-03,P049,F108,Concorrente,1.0,471.14,471.14
2025-01-08,P004,F235,Clamed,1.0,416.19,416.19
2025-01-19,P043,F236,Clamed,2.0,226,452
2025-06-26,P041,F130,Concorrente,3.0,247.5,742.5
2025-02-19,P031,F209,Clamed,4.0,147.87,591.48
2025-02-27,P022,F072,Clamed,3.0,2082.4,6247.2
2025-06-20,P015,F276,Clamed,1.0,531.8,531.8
2025-03-05,P026,F044,Clamed,1.0,422.52,422.52
2025-06-11,P006,F057,Clamed,6.0,193.31,1159.86
2025-06-10,P005,F222,Clamed,1.0,582.82,582.82
2025-01-08,P011,F280,Concorrente,2.0,2468.04,4936.08
2025-01-07,P038,F068,Clamed,9.0,1337.43,12036.87
2025-06-07,P026,F208,Clamed,1.0,49.67,49.67
2025-01-16,P025,F082,Concorrente,4.0,3129.11,12516.44
2025-06-15,P017,F080,Clamed,2.0,2728.06,5456.12
2025-04-10,P015,F166,Concorrente,1.0,423.01,423.01
2025-06-29,P040,F280,Clamed,4.0,1570.17,6280.68
2025-01-10,P003,F030,Clamed,9.0,12.98,116.82
2025-02-28,P015,F135,Clamed,2.0,394.86,789.72
2025-01-01,P004,F245,Clamed,1.0,453.21,453.21
2025-04-03,P026,F097,Concorrente,2.0,327.8,655.6
2025-04-06,P016,F174,Clamed,2.0,295.41,590.82
2025-03-14,P004,F033,Clamed,1.0,444.26,444.26
2025-05-01,P050,F167,Clamed,2.0,230.31,460.62
2025-02-18,P040,F072,Concorrente,3.0,3442.28,10326.84
2025-04-21,P045,F192,Clamed,7.0,1313.49,9194.43
2025-03-12,P009,F041,Concorrente,6.0,2063,12378
2025-01-12,P005,F229,Clamed,1.0,3891.83,3891.83
2025-02-21,P010,F111,Clamed,1.0,392.21,392.21
2025-04-20,P008,F250,Clamed,5.0,150.73,753.65
2025-02-11,P049,F016,Clamed,2.0,31.55,63.1
2025-01-05,P027,F020,Clamed,6.0,199.06,1194.36
2025-03-15,P017,F158,Clamed,3.0,2956.68,8870.04
2025-03-14,P019,F066,Concorrente,4.0,3764.24,15056.96
2025-01-31,P044,F173,Clamed,3.0,2884.44,8653.32
2025-05-23,P007,F292,Concorrente,1.0,5805.48,5805.48
2025-01-12,P019,F006,Clamed,3.0,420.49,1261.47
2025-06-20,P029,F210,Concorrente,9.0,1088.99,9800.91
2025-04-28,P006,F105,Concorrente,3.0,278.83,836.49
2025-02-14,P013,F139,Clamed,2.0,2405.88,4811.76
2025-05-10,P024,F251,Concorrente,4.0,276.98,1107.92
2025-01-07,P024,F151,Concorrente,3.0,271,813
2025-06-17,P036,F130,Clamed,7.0,2042.17,14295.19
2025-02-11,P014,F157,Concorrente,4.0,2645.52,10582.08
2025-03-08,P004,F270,Clamed,1.0,301.8,301.8
2025-01-18,P025,F287,Concorrente,2.0,357.36,714.72
2025-05-15,P003,F194,Clamed,2.0,346.31,692.62
2025-06-29,P003,F064,Clamed,8.0,1554.26,12434.08
2025-04-01,P022,F005,Clamed,3.0,31.95,95.85
2025-04-17,P009,F092,Concorrente,13.0,955.05,12415.65
2025-04-06,P024,F237,Concorrente,2.0,299.47,598.94
2025-04-09,P017,F216,Clamed,1.0,3895.42,3895.42
2025-04-06,P032,F106,Concorrente,9.0,1321.71,11895.39
2025-05-21,P043,F149,Clamed,5.0,166.03,830.15
2025-05-10,P009,F142,Concorrente,11.0,1387.81,15265.91
2025-01-11,P009,F275,Clamed,8.0,1693.18,13545.44
2025-06-14,P043,F252,Concorrente,1.0,3681.2,3681.2
2025-05-24,P002,F295,Clamed,1.0,377.42,377.42
2025-05-16,P012,F171,Clamed,6.0,2936.45,17618.7
2025-05-27,P021,F298,Clamed,10.0,2425.9,24259
2025-02-24,P027,F165,Concorrente,8.0,1153.09,9224.72
2025-01-30,P006,F260,Clamed,12.0,122.19,1466.28
2025-02-06,P033,F104,Clamed,15.0,1013.99,15209.85
2025-03-24,P009,F185,Clamed,2.0,327.97,655.94
2025-01-10,P022,F001,Concorrente,3.0,27.03,81.09
2025-03-18,P021,F219,Concorrente,2.0,4096.11,8192.22
2025-03-27,P044,F281,Concorrente,7.0,186.8,1307.6
2025-06-26,P021,F221,Clamed,9.0,2451.22,22060.98
2025-06-06,P050,F050,Concorrente,2.0,2685.39,5370.78
2025-02-02,P047,F089,Clamed,3.0,235.67,707.01
2025-01-02,P035,F181,Clamed,4.0,2219.42,8877.68
2025-04-02,P025,F258,Concorrente,5.0,334.7,1673.5
2025-02-17,P013,F294,Clamed,1.0,383.55,383.55
2025-05-03,P014,F203,Concorrente,5.0,1686.84,8434.2
2025-05-21,P010,F261,Concorrente,2.0,3812.75,7625.5
2025-06-25,P031,F046,Clamed,9.0,1176.3,10586.7
2025-01-28,P030,F039,Clamed,2.0,329.98,659.96
2025-03-22,P037,F128,Concorrente,2.0,333.53,667.06
2025-06-01,P023,F292,Clamed,6.0,2704.81,16228.86
2025-03-22,P042,F235,Clamed,7.0,1524.88,10674.16
2025-03-07,P013,F231,Clamed,1.0,3187.38,3187.38
2025-01-20,P046,F204,Concorrente,1.0,4499.97,4499.97
2025-06-13,P010,F202,Concorrente,1.0,5336.14,5336.14
2025-02-15,P042,F145,Concorrente,3.0,218.72,656.16
2025-04-18,P016,F070,Clamed,5.0,1824.7,9123.5
2025-06-15,P031,F092,Concorrente,6.0,2158.06,12948.36
2025-05-05,P018,F058,Clamed,5.0,3168.26,15841.3
2025-06-16,P006,F248,Concorrente,13.0,97.67,1269.71
2025-01-01,P008,F223,Clamed,5.0,23.68,118.4
2025-06-16,P027,F104,Concorrente,10.0,15.34,153.4
2025-01-23,P031,F089,Concorrente,3.0,216.94,650.82
2025-06-07,P007,F067,Clamed,1.0,3574.64,3574.64
2025-04-04,P031,F045,Clamed,9.0,120.53,1084.77
2025-02-27,P001,F243,Clamed,9.0,1272.32,11450.88
2025-03-29,P013,F234,Clamed,1.0,485.27,485.27
2025-02-08,P029,F162,Concorrente,4.0,207.18,828.72
2025-02-21,P009,F206,Clamed,2.0,3183.03,6366.06
2025-03-22,P006,F184,Concorrente,11.0,1023.62,11259.82
2025-01-30,P003,F052,Concorrente,5.0,205.71,1028.55
2025-05-23,P007,F272,Clamed,1.0,65.67,65.67
2025-02-16,P039,F284,Concorrente,6.0,2299.04,13794.24
2025-05-27,P008,F012,Clamed,8.0,1503.75,12030
2025-05-29,P004,F132,Clamed,1.0,48.12,48.12
2025-02-14,P047,F252,Clamed,2.0,3202.5,6405
2025-01-02,P007,F103,Concorrente,5.0,20.02,100.1
2025-05-20,P022,F140,Concorrente,6.0,1276.67,7660.02
2025-03-31,P038,F038,Clamed,2.0,2243.85,4487.7
2025-05-14,P035,F147,Concorrente,2.0,3213.5,6427
2025-02-27,P048,F115,Clamed,1.0,4398.03,4398.03
2025-04-26,P020,F243,Clamed,6.0,180.91,1085.46
2025-03-11,P035,F113,Clamed,3.0,1896.9,5690.7
2025-02-27,P046,F079,Clamed,1.0,378.2,378.2
2025-06-23,P046,F181,Clamed,1.0,48.87,48.87
2025-05-11,P004,F073,Concorrente,1.0,5629.04,5629.04
2025-05-17,P021,F047,Clamed,3.0,4548.11,13644.33
2025-02-17,P010,F026,Concorrente,3.0,2519.14,7557.42
2025-05-18,P013,F141,Concorrente,2.0,362.86,725.72
2025-04-01,P034,F269,Concorrente,2.0,250.54,501.08
2025-02-23,P037,F136,Clamed,1.0,3624.24,3624.24
2025-04-17,P015,F193,Clamed,1.0,487.15,487.15
2025-01-19,P001,F266,Clamed,3.0,2159.41,6478.23
2025-06-13,P027,F241,Concorrente,7.0,1246.89,8728.23
2025-02-16,P029,F268,Concorrente,9.0,1784.41,16059.69
2025-03-06,P026,F289,Concorrente,2.0,246.22,492.44
2025-04-15,P042,F276,Concorrente,12.0,848.36,10180.32
2025-05-06,P034,F193,Clamed,2.0,210.19,420.38
2025-02-27,P023,F230,Clamed,1.0,465.95,465.95
2025-03-13,P032,F130,Concorrente,4.0,2592.19,10368.76
2025-02-07,P035,F050,Clamed,2.0,2990.31,5980.62
2025-05-21,P017,F160,Concorrente,3.0,244.72,734.16
2025-03-13,P021,F273,Clamed,4.0,3621.47,14485.88
2025-01-09,P024,F150,Concorrente,3.0,2128.51,6385.53
2025-01-26,P013,F185,Clamed,1.0,3762.25,3762.25
2025-03-05,P010,F164,Clamed,1.0,380.26,380.26
2025-04-24,P044,F132,Clamed,7.0,1878.11,13146.77
2025-02-10,P021,F004,Concorrente,8.0,1790.76,14326.08
2025-04-16,P042,F203,Clamed,4.0,2204.11,8816.44
2025-02-01,P018,F239,Clamed,1.0,5464.24,5464.24
2025-05-31,P005,F036,Concorrente,2.0,2538.59,5077.18
2025-02-12,P030,F131,Concorrente,2.0,266.81,533.62
2025-02-19,P050,F072,Concorrente,2.0,367.44,734.88
2025-05-04,P009,F032,Concorrente,12.0,934.41,11212.92
2025-04-19,P041,F209,Concorrente,1.0,362.64,362.64
2025-06-20,P023,F162,Clamed,4.0,336.6,1346.4
2025-02-28,P036,F141,Clamed,8.0,175.27,1402.16
2025-05-23,P035,F053,Concorrente,5.0,2240.68,11203.4
2025-04-10,P024,F157,Clamed,7.0,1641.56,11490.92
2025-05-12,P024,F166,Concorrente,4.0,2996.32,11985.28
2025-06-02,P044,F189,Concorrente,3.0,280.14,840.42
2025-04-20,P034,F073,Clamed,1.0,4909.46,4909.46
2025-06-11,P009,F218,Concorrente,5.0,184.32,921.6
2025-06-01,P003,F249,Clamed,7.0,1488.02,10416.14
2025-02-10,P033,F092,Concorrente,13.0,1241.54,16140.02
2025-06-08,P011,F164,Concorrente,1.0,2949.68,2949.68
2025-03-22,P013,F196,Clamed,1.0,362.83,362.83
